Node ID,TI,Clusters 0,Clusters 1,Clusters 2,Sentiment Positive Score,Sentiment Negative Score,Sentiment Combined Score,Sentiment Summary,Strong Language Score,Betweenness Centrality,Degree,Triangles,Neighbors,Number of features,Leverage Centrality,Eigenvector Centrality,Pagerank,Clustering Coefficient,Closeness,Flow,K-shell,Inter-Cluster Connectivity,Initial Degree,Tags,Keywords,LA,RP,U2,U1,PU,PT,TC,D2,GP,OI,MA,PM,J9,VL,PI,ID,PD,AF,RI,PA,PG,BA,AU,BF,BE,CR,CA,BN,GA,BS,C1,BP,SP,JI,IS,SU,FX,FU,UT,DT,SC,SE,SI,HO,WC,DE,SN,SO,DI,Z9,EM,EI,PY,PN,CT,CL,EP,AR,CY,NR
223,Crystallization behaviour and thermal stability of two aluminium-based metallic glass powder materials,activation energy / grain growth / cold / energies for individual,activation energy / grain growth / cold / sintering,electron microscopy / activation energy / thermal stability / powder materials,4.236046682,1.126836298,0.977642888,positive,,1567,3,1,,,,,0.001286642,,,0.000869933,,0.333333333,3,N/A,metallic glass; crystallization temperature; stage; ni; crystallization; dsc; metallic; fe; three stage; stage crystallization process; stage crystallization; powder particles; powder materials; glass powder; fcc; dsc analyses; crystallization process; cooling rate; apparent activation energy; apparent activation; amorphous powder; alloy powders; thermal stability; consolidation; apparent; glass; onset; critical; cooling; scanning calorimetry; differential scanning calorimetry; xrd; precipitation; occurs; distinct; differential scanning; calorimetry; thick; gap; analyses; intermetallic; activation energy; second; identified; differential; alloy; electron microscopy; components; behaviour; mm; activation; phases; microscopy; stability; calculated; amorphous; powder; growth; data; determined; rate; electron; materials; thermal; ray diffraction; temperature; formation; scanning; particles; al; three; diffraction; powders; ray; process; investigated; energy,English,"Wang, JQ (reprint author), Chinese Acad Sci, Shenyang Natl Lab Mat Sci, Inst Met Res, Shenyang 110016, Peoples R China.",29,2,ELSEVIER SCIENCE SA,J,12,,,"Li, Xiaopeng/0000-0003-2541-8027",,,MAT SCI ENG A-STRUCT,530,LAUSANNE,FORMING ABILITY; ACTIVATION-ENERGY; AMORPHOUS-ALLOYS; KINETICS; LA; NANOCRYSTALLIZATION; MICROSTRUCTURE; CONSOLIDATION; PLASTICITY; PROPERTY,15-Dec,"Li, X. P.; Yan, M.; Yang, B. J.; Wang, J. Q.; Schaffer, G. B.; Qian, M.","Li, Xiaopeng/F-7321-2014","PO BOX 564, 1001 LAUSANNE, SWITZERLAND",8,,"Li, XP; Yan, M; Yang, BJ; Wang, JQ; Schaffer, GB; Qian, M",,N/A,,,,865KZ,,"[Yang, B. J.; Wang, J. Q.] Chinese Acad Sci, Shenyang Natl Lab Mat Sci, Inst Met Res, Shenyang 110016, Peoples R China; [Li, X. P.; Yan, M.; Schaffer, G. B.; Qian, M.] Univ Queensland, Sch Mech & Min Engn, ARC Ctr Excellence Design Light Met, Brisbane, Qld 4072, Australia",432,,Mater. Sci. Eng. A-Struct. Mater. Prop. Microstruct. Process.,,,This work is supported by the Australian Research Council (ARC) and the National Key Basic Research Program of China (Grant No. 2007CB613906). We also acknowledge assistance from the Australian Microscopy & Microanalysis Research Facility (AMMRF).,Australian Research Council (ARC); National Key Basic Research Program of China [2007CB613906],WOS:000298311100055,Article,Science & Technology - Other Topics; Materials Science; Metallurgy & Metallurgical Engineering,,,,"Nanoscience & Nanotechnology; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering",Aluminium alloys; Metallic glass; Crystallization; Powder,0921-5093,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,10.1016/j.msea.2011.09.107,12,jqwang@imr.ac.cn; ma.qian@uq.edu.au,,1-Jan-11,,,,439,,,34
224,Evidence of superatom electronic shells in ligand-stabilized aluminum clusters,electronic / calculations / theory / electronic properties,electronic / calculations / theory / electronic structure,calculations / approximation / density functional / functional theory,3.499541225,3.617979617,-0.379857462,negative,,1055,13,41,,,,,0.003138454,,,0.004220168,,0,13,N/A,ligand; stabilized; aluminum clusters; clusters; core; complex; withdrawing; theory calculations; shell structure; shell; rule; projected; prediction; orbitals; molecular orbitals; functional theory calculations; explain; electron withdrawing; dopant; complexes; influenced; functional theory; density functional theory; atom; doi; density functional; theory; molecular; calculations; functional; metallic; institute of physics; american institute; american; institute; composition; stable; physics; density; electronic; model; current; electron; study; analysis; structure; investigated; aluminum,English,"Clayborne, PA (reprint author), Univ Jyvaskyla, Nanosci Ctr, Dept Chem, FI-40014 Jyvaskyla, Finland.",24,3,AMER INST PHYSICS,J,12,,,"Lopez-Acevedo, Olga/0000-0003-4489-6841; ",,21913777,J CHEM PHYS,135,MELVILLE,THIOLATE-PROTECTED AU-25; BUILDING-BLOCKS; ATOMIC CLUSTERS; GOLD CLUSTERS; COMPOUND; CRYSTALS; PHYSICS; SOLIDS,7-Sep,"Clayborne, P. Andre; Lopez-Acevedo, Olga; Whetten, Robert L.; Gronbeck, Henrik; Hakkinen, Hannu","Lopez-Acevedo, Olga/B-9349-2009; Clayborne, Andre/E-4881-2010; Gronbeck, Henrik/B-6585-2016","CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA",5,,"Clayborne, PA; Lopez-Acevedo, O; Whetten, RL; Gronbeck, H; Hakkinen, H",,N/A,,,,817IP,,"[Clayborne, P. Andre; Lopez-Acevedo, Olga; Whetten, Robert L.; Hakkinen, Hannu] Univ Jyvaskyla, Nanosci Ctr, Dept Chem, FI-40014 Jyvaskyla, Finland; [Whetten, Robert L.] Georgia Inst Technol, Sch Chem & Biochem, Atlanta, GA 30332 USA; [Gronbeck, Henrik] Chalmers, Competence Ctr Catalysis, SE-41296 Gothenburg, Sweden; [Gronbeck, Henrik] Chalmers, Dept Appl Phys, SE-41296 Gothenburg, Sweden; [Hakkinen, Hannu] Univ Jyvaskyla, Nanosci Ctr, Dept Phys, FI-40014 Jyvaskyla, Finland",,,J. Chem. Phys.,9,,"This work was supported by the Academy of Finland through projects 128341, 139614, and the Finland Distinguished Professor Program. The computational resources were provided by the CSC - the Finnish IT Center for Science in Espoo.","Academy of Finland [128341, 139614]; Finland Distinguished Professor Program",WOS:000294665700033,Article,Chemistry; Physics,,,,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",N/A,0021-9606,JOURNAL OF CHEMICAL PHYSICS,10.1063/1.3632087,12,penee.a.clayborne@jyu.fi,,1-Jan-11,,,,,94701,,45
225,The effect of ball milling on the microstructure of powder metallurgy aluminium matrix composites reinforced with MoSi2 intermetallic particles,composites / matrix / aluminum matrix / reinforced,composites / matrix / aluminum matrix / reinforced,composites / matrix / aluminum matrix composites / aluminum matrix,5.404183813,0.474457389,1.956011503,positive,,60,12,26,,,,,0.003231425,,,0.003713489,,0,12,N/A,reinforcement; milling time; milling; tensile properties; submicrometric; size and high; relation; reinforcing; quantified; matrix grains; intermetallic particles; independently; homogeneity; high energy ball; feature; extruded; energy ball milling; energy ball; ductility; composites reinforced; al mg si; achieving; distribution; varying; distance; sensitive; homogeneous; characterize; powder metallurgy; metallurgy; final; ball milling; matrix; increasing; variation; rise; processed; coefficient; time; reinforced; intermetallic; ball; hot; high energy; loss; grains; tensile; particles; size; initial; demonstrated; si; composites; parameters; particle; microstructure; increased; higher; method; powder; properties; investigated; energy; high; al,English,"Corrochano, J (reprint author), CENIM CSIC, Natl Ctr Met Res, Dept Met Phys, Avda Gregorio del Amo 8, Madrid 28040, Spain.",10,0,ELSEVIER SCI LTD,J,12,,,"Lieblich, Marcela/0000-0003-1887-1480",,,COMPOS PART A-APPL S,42,OXFORD,ULTRAFINE-GRAINED ALUMINUM; MECHANICAL-PROPERTIES; 2ND-PHASE PARTICLES; BEHAVIOR; ALLOY; SIZE; TESSELLATION; MORPHOLOGY; DUCTILITY; STRENGTH,SEP,"Corrochano, J.; Lieblich, M.; Ibanez, J.","Lieblich, Marcela/N-1269-2014","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",7,,"Corrochano, J; Lieblich, M; Ibanez, J",,N/A,,,,799VJ,,"[Corrochano, J.; Lieblich, M.; Ibanez, J.] CENIM CSIC, Natl Ctr Met Res, Dept Met Phys, Madrid 28040, Spain",1093,,Compos. Pt. A-Appl. Sci. Manuf.,9,,"Financial support from Spanish project MAT2006-01251 is gratefully acknowledged. Thanks are also due to Prof. Z. Gacsi and Dr. P. Barkoczy for the Image Analysis performed at the Miskolc University, Hungary.",Spanish project [MAT2006-01251],WOS:000293313900004,Article,Engineering; Materials Science,,,,"Engineering, Manufacturing; Materials Science, Composites",Metal-matrix composites (MMCs); Particle-reinforcement; Microstructures; Powder processing,1359-835X,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,10.1016/j.compositesa.2011.04.014,13,javier.corrochano.flores@gmail.com,,1-Jan-11,,,,1099,,,42
226,"Characterisation of nano-structured titanium and aluminium nitride coatings by indentation, transmission electron microscopy and electron energy loss spectroscopy",deformation / purity / finite element / cold,deformation / purity / finite element / cold,purity / deformation / electron backscatter diffraction / dislocation,1.990286907,3.735802342,-0.9762574,negative,,6824,6,8,,,,,0.001812295,,,0.001712911,,0.166666667,6,N/A,indentation; cubic; rich; ti; grow; environment; columns; vickers; tin; hexagonal; nitride; films; cross; coatings; atoms; composition; transmission electron microscopy; transmission electron; coating; transmission; substrate; thinner; studied in detail; steel substrate; sputtering; spectrum; sliding; sections; protection; plan; optimised; nitrogen atoms; nitrides; nanostructure; modelling; magnetron; low stress; films deposited; electron energy loss; domains; displacements; cross sections; cracking; consist; clustered; aspects; aluminium nitride; al content; suggests; stresses; located; electron energy; detail; symmetry; energy loss; images; combining; aln; titanium; reactive; simulated; set; grain boundaries; typical; nitrogen; lattice; damage; electron microscopy; boundaries; shear; mode; microscopy; finite element; steel; loss; deposited; grains; range; local; finite; behaviour; evolution; stress; element; film; deposition; examined; small; content; large; carried; electron; tests; performed; growth; increasing; grain; order; parameters; al,English,"Girleanu, M (reprint author), Univ Haute Alsace, LPMT, EA CNRS 4365, 61 Rue Albert Camus, F-68093 Mulhouse, France.",16,1,ELSEVIER SCIENCE SA,J,12,,,"Pac, Marie-Jose/0000-0001-9187-2725",,,THIN SOLID FILMS,519,LAUSANNE,THIN-FILMS; TIN COATINGS; CONTACT DEFORMATION; TI1-XALXN; STEEL; NANOINDENTATION; MICROSTRUCTURE; MECHANISMS; SILICON; ALN,1-Jul,"Girleanu, M.; Pac, M. -J.; Louis, P.; Ersen, O.; Werckmann, J.; Rousselot, C.; Tuilier, M. -H.","Ersen, Ovidiu/I-1983-2016; ","PO BOX 564, 1001 LAUSANNE, SWITZERLAND",6,,"Girleanu, M; Pac, MJ; Louis, P; Ersen, O; Werckmann, J; Rousselot, C; Tuilier, MH",,N/A,,,,790GM,,"[Girleanu, M.; Pac, M. -J.; Louis, P.; Tuilier, M. -H.] Univ Haute Alsace, LPMT, EA CNRS 4365, F-68093 Mulhouse, France; [Ersen, O.; Werckmann, J.] Univ Strasbourg, Dept Struct & Interfaces, IPCMS, UMR CNRS 7504, F-67087 Strasbourg, France; [Rousselot, C.] Univ Franche Comte, Dept Micro Nano Sci & Syst, FEMTO ST, UMR CNRS 6174, F-25211 Montbeliard, France",6190,,Thin Solid Films,18,,,,WOS:000292576500064,Article,Materials Science; Physics,,,,"Materials Science, Multidisciplinary; Materials Science, Coatings & Films; Physics, Applied; Physics, Condensed Matter",Nitride films; Indentation; Finite element modelling; Transmission electron microscopy; Electron energy loss near-edge structure,0040-6090,THIN SOLID FILMS,10.1016/j.tsf.2011.04.113,12,maria.girleanu@uha.fr,,1-Jan-11,,,,6195,,,25
227,Three-dimensional FEM analysis of laser shock peening of aluminium alloy 2024-T351 thin sheets,alloy / power / yttrium aluminum garnet / corrosion / quality,alloy / power / yttrium aluminum garnet / corrosion / quality,peening / compressive residual / compressive stress / residual stress,2.655281042,3.115059401,-0.506271309,negative,,4827,11,13,,,,,0.00329702,,,0.003305866,,0.181818182,11,N/A,shock; peening; reflection; sheets; set; treated; wear resistance; wave; walled; treated sample; thin walled; support; side; set of parameters; semi; residual stresses; improving; deformations; compressive residual; body; assumption; laser; thin; stresses; real; numerically; literature; contact; purpose; possibility; plate; phenomenon; optimal; limits; wear; evaluate; specimen; residual; cases; fatigue; suggested; analyses; compressive; numerical; metallic; application; corrosion; considered; evaluated; sample; resistance; technique; structures; solid; work; parameters; materials; structure; process,English,"Ivetic, G (reprint author), Univ Pisa, Fac Engn, Dept Aerosp Engn, Via Girolamo Caruso 8, I-56122 Pisa, Italy.",21,2,TAYLOR & FRANCIS LTD,J,12,,,,,,SURF ENG,27,ABINGDON,HIGH-CYCLE FATIGUE; RESIDUAL-STRESSES; NUMERICAL-SIMULATION; DEFORMATION; SURFACE; IRRADIATION; COMPONENTS; BEHAVIOR; WAVES,JUL,"Ivetic, G.",,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",9,,"Ivetic, G",,N/A,,,,790MQ,,"Univ Pisa, Fac Engn, Dept Aerosp Engn, I-56122 Pisa, Italy",445,,Surf. Eng.,6,,,,WOS:000292592500008,Article,Materials Science,,,,"Materials Science, Coatings & Films",Laser shock peening; Residual stresses; Finite element analysis; Johnson-Cook material model; Aluminium alloys,0267-0844,SURFACE ENGINEERING,10.1179/026708409X12490360425846,14,goran.ivetic@ing.unipi.it,1743-2944,1-Jan-11,,,,453,,,45
228,Synthesis of nanocomposite powders of gamma-alumina-carbon nanotube by sol-gel method,particle size / transmission electron / nano / nitrate / aluminum hydroxide,aluminum powders / surface area / combustion / carbon nanotubes / takes place,surface area / gamma alumina / calcined / specific surface,2.822817524,1.978024001,0.009063551,neutral,,1697,10,12,,,,,0.002827717,,,0.002992486,,0,10,N/A,nanotubes; carbon nanotubes; boehmite; nanocomposite powders; nanocomposite; japan; resultant; carbon nanotube; calcined; carbon; gel; technology; society; nanotube; composite powders; gamma; specific surface area; specific surface; sol gel process; phase transformation; investigations revealed; higher temperatures; gel process; gamma alumina; dried; completed; calcined at degrees; alpha alumina; particle size; mixing; homogeneous; alumina particles; sol gel; synthesized; surface area; sol; composite; transformation; investigations; temperatures; alumina; particle; heating; powders; mixture; specific; area; increases; alpha; decreased; amount; content; published by elsevier; revealed; published; size; xrd; solution; increasing; order; powder; increased; nm; higher; phase; particles; surface; degrees; process,English,"Ebadzadeh, T (reprint author), Mat & Energy Res Ctr, Div Ceram, POB 14155-4777, Tehran, Iran.",9,0,ELSEVIER SCIENCE BV,J,12,,,"barzegar bafrooei, hadi/0000-0002-1155-9956",,,ADV POWDER TECHNOL,22,AMSTERDAM,BOEHMITE; ROUTE; PRECIPITATION; NANORODS,MAY,"Barzegar-Bafrooei, H.; Ebadzadeh, T.",,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",4,,"Barzegar-Bafrooei, H; Ebadzadeh, T",,N/A,,,,775IZ,,"[Barzegar-Bafrooei, H.; Ebadzadeh, T.] Mat & Energy Res Ctr, Div Ceram, Tehran, Iran",366,,Adv. Powder Technol.,3,,,,WOS:000291454300010,Article,Engineering,,,,"Engineering, Chemical",gamma-Alumina; Carbon nanotube; Boehmite; X-ray diffraction; Particle size; Surface area,0921-8831,ADVANCED POWDER TECHNOLOGY,10.1016/j.apt.2010.05.005,12,hadi.merc@Gmail.com; t-ebadzadeh@merc.ac.ir,,1-Jan-11,,,,369,,,17
229,An In Situ High-Temperature X-Ray Diffraction Study of Early-Stage Crystallization in Lithium Alumosilicate Glass-Ceramics,las / glass ceramics / lithium aluminum silicate / las glass,las / glass ceramics / lithium aluminum silicate / las glass,las / quartz / glass ceramics / las glass,1.944189569,2.986380412,-0.775790463,negative,,0,3,3,,,,,0.001022471,,,0.000875664,,0,3,N/A,ss; approximate; stage; crystals; unit cell; unit; exponent; min; crystallization; number; mm; constant; cell; volume fraction; unit cell parameters; temporal; stage crystallization process; stage crystallization; solid solution; situ high; shallow; root; ray diffraction data; quartz solid solution; quartz solid; linearly; lattice parameters; growth kinetics; grew; glass ceramic; evident; early stage; early; diffusion controlled; diffraction data; cube; crystallization process; crystal size; collected; cell parameters; avrami; al ratios; maximum; reached; ratios; quartz; kinetic; nm; sio; linear; findings; contrast; typical; dependence; parameter; lattice; fraction; parameters; controlled; density; characteristic; rate; situ; second; high temperature; time; volume; kinetics; development; diffusion; confirmed; indicated; ceramic; decrease; size; si; glass; decreased; crystal; li; growth; solid; solution; increasing; average; data; increased; ray diffraction; range; diffraction; analysis; high; ray; process; al; temperature,English,"Deubener, J (reprint author), Clausthal Univ Technol, Inst Nonmetall Mat, D-38678 Clausthal Zellerfeld, Germany.",21,4,WILEY-BLACKWELL,J,12,,,"Deubener, Joachim/0000-0002-3474-7490",,,J AM CERAM SOC,94,MALDEN,LI2O-AL2O3-SIO2 GLASS; STUFFED DERIVATIVES; CRYSTAL NUCLEATION; GENERAL-THEORY; SOLID-SOLUTION; KINETICS; GROWTH; PERSPECTIVE; DISILICATE; SILICA,MAY,"Dressler, Martina; Ruedinger, Bernd; Deubener, Joachim",,"COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA",6,,"Dressler, M; Rudinger, B; Deubener, J",,N/A,,,,763CE,,"[Dressler, Martina; Deubener, Joachim] Clausthal Univ Technol, Inst Nonmetall Mat, D-38678 Clausthal Zellerfeld, Germany; [Ruedinger, Bernd] SCHOTT AG, Centr Res & Technol Dev, D-55122 Mainz, Germany",1421,,J. Am. Ceram. Soc.,5,,This work was financially supported by the Schott Fonds.,Schott Fonds,WOS:000290530200024,Article,Materials Science,,,,"Materials Science, Ceramics",N/A,20-Feb,JOURNAL OF THE AMERICAN CERAMIC SOCIETY,10.1111/j.1551-2916.2010.04252.x,12,joachim.deubener@tu-clausthal.de,,1-Jan-11,,,,1426,,,32
230,Photoluminescence of Tb3+/Ce3+ co-doped aluminum oxynitride powders,intensity / energy transfer / visible / excitation,intensity / energy transfer / visible / excitation,energy transfer / concentration quenching / excitation / forster,3.765374829,3.898842799,-0.381405969,negative,,232,10,23,,,,,0.002930819,,,0.003076791,,0,10,N/A,tb; ce; phosphor; dipole; quenching; mol; typed; spinel; range of mu; precipitated; powders were composed; phosphors; nanosized; green emission; drastically; concentration quenching; concentration of tb; carbon black; black; nitridation; polycrystalline; concentration; green; excitation; critical; broad; atmosphere; luminescence; energy transfer; enhance; composed; strong; product; nitrogen; doping; interaction; nm; sizes; precursor; exhibited; transfer; carbon; emission; mechanism; doped; solution; synthesized; mu; determined; range; particles; powders; degrees; powder; energy; al; aluminum,English,"Shi, Y (reprint author), Shanghai Univ, Sch Mat Sci & Engn, Dept Elect & Informat Mat, Shanghai 200072, Peoples R China.",16,0,ELSEVIER SCIENCE BV,J,12,,,,,,MATER LETT,65,AMSTERDAM,ENERGY-TRANSFER; PHOSPHORS; EU2+; ALON,28-Feb,"Deng, Lianyun; Lei, Jingxuan; Shi, Ying; Lin, Ting; Ren, Yuying; Xie, Jianjun",,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",3,,"Deng, LY; Lei, JX; Shi, Y; Lin, T; Ren, YY; Xie, JJ",,N/A,,,,724ZO,,"[Deng, Lianyun; Lei, Jingxuan; Shi, Ying; Lin, Ting; Ren, Yuying; Xie, Jianjun] Shanghai Univ, Sch Mat Sci & Engn, Dept Elect & Informat Mat, Shanghai 200072, Peoples R China",769,,Mater. Lett.,4,,The authors greatly appreciate the supporting from Shanghai Leading Academic disciplines (S30107).,Shanghai Leading Academic disciplines [S30107],WOS:000287615200052,Article,Materials Science; Physics,,,,"Materials Science, Multidisciplinary; Physics, Applied",Aluminum oxynitride; Phosphors; Luminescence; Ce3+-Tb3+ energy transfer; Concentration quenching,0167-577X,MATERIALS LETTERS,10.1016/j.matlet.2010.11.027,15,yshi@shu.edu.cn,,1-Jan-11,,,,771,,,20
231,"Magnetism and electronic correlations in the iron aluminides RFe2Al10 (R = Y, Yb)",substrates / voltage / physics / solar cells / semiconductor,substrates / voltage / physics / solar cells / semiconductor,glass substrates / insulator / thin / specific heat,2.94066816,1.673891163,0.216912277,neutral,,0,2,0,,,,,0.000866662,,,0.000563054,,0,2,N/A,specific heat; moments; magnetic; compounds; specific; yb; wiley vch verlag; wiley vch; weinheim; verlag; vch verlag; vch; unusual; susceptibility; signatures; ru; rare earth; rare; quantum; physical properties; os; ordering; ordered; magnetic susceptibility; magnetic moments; localized; knowledge; kgaa; insulator; indicative; hybridization; heavy; find; ferromagnetic; electrons; electrical resistivity; earth; drawing; currently; correlations; contribution; additions; resistivity; considerable; wiley; correlated; heat; ce; iron; attention; strong; compound; low temperature; series; physical; group; physics; fe; enhanced; electrical; small; system; electronic; work; order; al; low; properties; investigated; electron; temperature; high,English,"Strydom, AM (reprint author), Univ Johannesburg, Dept Phys, POB 524, ZA-2006 Auckland Pk, South Africa.",20,6,WILEY-V C H VERLAG GMBH,J,12,,,,,,PHYS STATUS SOLIDI-R,4,WEINHEIM,PHASE; HEAVY,DEC,"Strydom, A. M.; Peratheepan, P.",,"BOSCHSTRASSE 12, D-69469 WEINHEIM, GERMANY",3,,"Strydom, AM; Peratheepan, P",,N/A,,,,704HI,,"[Strydom, A. M.; Peratheepan, P.] Univ Johannesburg, Dept Phys, ZA-2006 Auckland Pk, South Africa",356,,Phys. Status Solidi-Rapid Res. Lett.,12,,"The German DFG (OE 511/1-1), SA-NRF (2072956), and UJ Faculty Research Committee are thanked for financial support. The Max Planck Institute CPfS (Dresden) is thanked for their hospitality.",German DFG [OE 511/1-1]; SA-NRF [2072956]; UJ Faculty Research Committee,WOS:000286041300006,Article,Materials Science; Physics,,,,"Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter",electronic correlations; ferromagnetism; quantum criticality; iron aluminides,1862-6254,PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS,10.1002/pssr.201004365,12,amstrydom@uj.ac.za,1862-6270,1-Jan-10,,,,358,,,18
232,Seismic strengthening of non-ductile reinforced concrete frames using aluminum shear links as energy-dissipation devices,No Cluster,No Cluster,No Cluster,5.053779281,1.004994338,1.268580838,positive,,0,0,0,N/A,,,,0.000301234,,,0,,0,0,N/A,rc; lateral; strengthening; frame; existing; energy dissipation; dissipation; strengthened; stiffness; link; shear; specimen; load; potential; reduced; system consisting; study is conducted; reversed; reduced the damage; plates; members; links; gravity; gradually; frames; extensive; experimental study; effectiveness; drift; displacements; damping; concrete; columns; bare; allowed; system; yielding; technique; ductile; paper presents; cyclic; presents; enhance; strength; consisting; beam; reinforced; damage; excellent; loading; levels; devices; scale; investigate; exhibited; enhanced; conducted; constant; transfer; level; proposed; carried; energy; increasing; paper; experimental; compared; study; aluminum,English,"Sahoo, DR (reprint author), Indian Inst Technol Bhubaneswar, Sch Infrastruct, Bhubaneswar 751013, Orissa, India.",8,0,ELSEVIER SCI LTD,J,12,,,"SAHOO, DIPTI RANJAN/0000-0002-8477-6759",,,ENG STRUCT,32,OXFORD,PANELS,NOV,"Sahoo, Dipti R.; Rai, Durgesh C.","SAHOO, DIPTI RANJAN/B-4839-2008","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",10,,"Sahoo, DR; Rai, DC",,N/A,,,,673FD,,"[Sahoo, Dipti R.] Indian Inst Technol Bhubaneswar, Sch Infrastruct, Bhubaneswar 751013, Orissa, India; [Rai, Durgesh C.] Indian Inst Technol Kanpur, Dept Civil Engn, Kanpur, Uttar Pradesh, India",3548,,Eng. Struct.,11,,"The authors would like to acknowledge the Ministry of Human Resources Development India for financial support. The authors are grateful to the staff of the Structural Engineering Laboratory, Indian Institute of Technology Kanpur, India, for their help with the experiments.",Ministry of Human Resources Development India,WOS:000283643600011,Article,Engineering,,,,"Engineering, Civil",Reinforced concrete frame; Seismic strengthening; Aluminum shear link; Slow-cyclic testing; Energy dissipation; Damping,0141-0296,ENGINEERING STRUCTURES,10.1016/j.engstruct.2010.07.023,12,drsahoo@iitbbs.ac.in; dcrai@iitk.ac.in,,1-Jan-10,,,,3557,,,21
233,"Synthesis, characterisation and thermal behaviour of lithium aluminosilicate inorganic polymers",framework / zeolite / nmr / alkylation,framework / zeolite / nmr / cage,framework / zeolite / nmr / cage,3.859934021,1.791828247,0.420840034,positive,,5691,7,3,,,,,0.001919751,,,0.002045515,,0.571428571,7,N/A,zeolites; synthesised; spodumene; eucryptite; beta spodumene; beta eucryptite; polymers; molar; lithium aluminosilicate; cured; sio; produces; beta; inorganic; compositions; aluminosilicate; li; synthesis; viable; viability; thermal treatment; synthesis method; syntheses; solid state reaction; si mas; nmr spectra; mas nmr; lioh; lialsi; involving; hydration; fibrous; decomposing; curing; clay; alkaline; solid; lithium; varying; mas; silicate; ratios; narrow; hydroxide; materials; silica; reactions; depending; formed; product; nmr; thermal; products; solutions; characteristic; reaction; ceramics; series; precursors; heating; samples; highly; produce; composition; degrees; form; reported; water; methods; spectra; type; si; conventional; amount; content; treatment; method; amorphous; developed; conditions; range; higher; three; prepared; ray; al,English,"MacKenzie, KJD (reprint author), Victoria Univ Wellington, MacDiarmid Inst Adv Mat & Nanotechnol, Sch Chem & Phys Sci, POB 600, Wellington, New Zealand.",26,3,SPRINGER,J,12,,,,,,J MATER SCI,45,NEW YORK,NUCLEAR MAGNETIC-RESONANCE; GEOPOLYMERS; ZEOLITES; MECHANISM; SILICA,JUL,"O'Connor, Sean J.; MacKenzie, Kenneth J. D.",,"233 SPRING ST, NEW YORK, NY 10013 USA",7,,"O'Connor, SJ; MacKenzie, KJD",,N/A,,,,601AI,,"[O'Connor, Sean J.; MacKenzie, Kenneth J. D.] Victoria Univ Wellington, MacDiarmid Inst Adv Mat & Nanotechnol, Sch Chem & Phys Sci, Wellington, New Zealand",3707,,J. Mater. Sci.,14,,We are indebted to M. J. Ryan for assistance with the interpretation of the XRD data and to D. Flynn for assistance with the electron microscopy. This study was partly funded by a subcontract from Industrial Research Ltd. of the Foundation for Research Science and Technology contract CO8X0302 and partly by the MacDiarmid Institute for Advanced Materials and Nanotechnology.,Industrial Research Ltd. of the Foundation for Research Science and Technology [CO8X0302]; MacDiarmid Institute for Advanced Materials and Nanotechnology,WOS:000278029900003,Article,Materials Science,,,,"Materials Science, Multidisciplinary",N/A,0022-2461,JOURNAL OF MATERIALS SCIENCE,10.1007/s10853-010-4383-x,12,kenneth.mackenzie@vuw.ac.nz,,1-Jan-10,,,,3713,,,27
